,Title,videoPublishedAt,viewCount,likeCount,commentCount,favoriteCount,duration,categoryId
204,Cómo limpio el sótano 📢 Limpieza extrema: 4 años sin limpiar esto 😱 nunca enseñé este cuarto,2024-12-15T15:58:40Z,13277,1533,181,0,PT24M22S,26
205,Súper unboxing de Shein 💰 el que más me he gastado 😲 muchísimas cosas variadas,2024-12-14T14:04:11Z,12422,1413,179,0,PT33M43S,26
206,Hoy empezamos movimientos 😃,2024-12-12T10:36:29Z,9645,1291,122,0,PT15M38S,26
207,"Limpiando la cocina, luces de crecimiento para plantas para iluminar mi cocina 😃",2024-12-08T15:00:40Z,6425,948,82,0,PT10M57S,26
208,160€ 📢 Compra en un ACTION gigante para el TRASTERO 🚗 pruebo AURICULARES para grabar en el coche,2024-12-07T18:47:37Z,7995,1089,64,0,PT11M51S,26
209,Chivatazo: Os cuento si conseguí entrar en el trastero y prueba de imagen con samsung S23 ultra,2024-12-06T11:11:48Z,9417,1202,156,0,PT16M52S,26
210,Mis compras chollo de segunda mano 😃 el plan con mi hermana este fin de semana,2024-12-05T11:36:37Z,14454,1555,174,0,PT24M25S,26
211,Spoiler: he visto el trastero y tengo noticias frescas 🤭,2024-12-02T12:52:55Z,10726,1553,189,0,PT10M34S,26
212,Hemos tenido una fiesta en casa y ahora toca limpiar 😃,2024-12-01T17:27:06Z,11228,1355,137,0,PT25M39S,26
213,Lo que con amor se hace con amor se quita 😅 ❤️,2024-11-30T14:28:04Z,7194,410,37,0,PT15S,26
214,Es hoy! es hoy! Voy a ver la casa de alquiler,2024-11-26T11:04:41Z,10368,1368,162,0,PT11M44S,26
215,Compra en supermercado típico de Bélgica: Delaize. Es un poco caro pero abre los domingos 😃💰 mochis,2024-11-24T14:36:22Z,6342,900,67,0,PT11M49S,26
216,Así es la realidad del fin de semana con 6 niños 😥 novedades de la casa que quiero alquilar,2024-11-23T18:58:15Z,9568,1251,139,0,PT14M23S,26
217,Limpio mis alfombras y alucino lo que sale 😱mi nueva aspiradora de gran potencia y codo de ULTENIC,2024-11-20T10:30:14Z,8623,956,89,0,PT12M52S,26
218,Tienda de segunda mano: Las figurillas ya no se llevan 😅,2024-11-20T09:00:52Z,2076,201,7,0,PT15S,26
219,Tienda de segunda mano: jarrones,2024-11-19T21:00:22Z,1747,183,5,0,PT16S,26
220,Cafeciko: la mejor marca de café ☕️ mi casa esta demasiado sucia para esto 🪠El conejo y su chalet 🐰,2024-11-19T11:00:28Z,9924,1156,122,0,PT22M,26
221,Tienda de segunda mano: botes de cristal a 2 €,2024-11-19T10:35:26Z,1747,184,10,0,PT15S,26
222,Ordenando el sótano 😥,2024-11-18T15:21:00Z,2492,261,14,0,PT15S,26
223,"Arrancamos el lunes: menú semanal, recetas con pomelo, la caseta tapa la ventana ❤️",2024-11-18T10:29:25Z,6529,995,97,0,PT13M25S,26
224,Limpieza extrema del sótano: hueco de la escalera 😱 encuentro reliquias 📢 me desinflo 😥 es un timo,2024-11-17T14:23:44Z,12254,1395,174,0,PT12M29S,26
225,Tienda de segunda mano 📢 muchas cosas curiosas ¿esto que es? 🤔 cestas y botes para mi despensa,2024-11-16T15:26:28Z,9628,1114,66,0,PT16M16S,26
226,La fórmula del éxito social 😃,2024-11-16T13:39:27Z,2843,365,15,0,PT15S,26
227,Solución para tapar las bicis de la lluvia 😃,2024-11-13T09:31:58Z,4428,447,22,0,PT15S,26
228,Eso es para grabarlo 😅,2024-11-11T18:29:33Z,2495,275,14,0,PT15S,26
229,CAMBIO RADICAL de mi patio 😱 nueva casa del conejo,2024-11-10T13:55:38Z,14213,1545,245,0,PT15M43S,26
230,Me tiene que merecer la pena mudarme,2024-11-09T20:02:02Z,4976,554,19,0,PT15S,26
231,"Compra en el Action Bélgica: me obligan al autopago 😠gusanos, humificador, limpieza, Navidad  ....",2024-11-09T15:18:32Z,7914,1018,68,0,PT13M21S,26
232,Medidor de calidad de aire ✅️,2024-11-08T21:21:03Z,1573,167,11,0,PT31S,26
233,Cafeciko con Cintika todas las mañanas desayunamos y charlamos de lunes a viernes ❤️,2024-11-08T19:09:35Z,3068,377,13,0,PT11S,26
234,Subida brusca de alquileres en Bélgica 😱 fracaso del consultorio 🚫 cafeciko con gallo 🐓,2024-11-06T10:01:55Z,8809,1252,166,0,PT17M39S,26
235,📢 Vestir el salón con mantel y alfombra 😃 ¡parece otro! 👌 unboxing de Shein,2024-11-03T17:14:11Z,12553,1562,172,0,PT12M48S,26
236,📢 Mi nueva mesa con altura ajustable eléctrica de FlexiSpot 😃,2024-11-01T20:35:38Z,8808,1129,102,0,PT10M52S,26
237,Una historia de señales de mi pasado planchando #storytime,2024-10-29T08:59:55Z,9151,1192,138,0,PT20M52S,26
238,Como hacer un invernadero low cost con mucho amor y madera reciclada 🏡❤️,2024-10-27T17:25:00Z,9132,1181,112,0,PT15M10S,26
239,Le da el arranque y me cambia los muebles del salón 😱 tira para proteger la pared de las sillas,2024-10-26T16:55:48Z,17343,1819,198,0,PT13M41S,26
240,Regalos para la mujer que me ayuda en casa 🏡 😃❤️,2024-10-22T12:12:13Z,35911,1750,103,0,PT32S,26
241,📢 Como cambiar la energía del día 😃,2024-10-21T07:55:11Z,4189,586,33,0,PT59S,26
242,3 pasos para limpiar tapicerías muy sucias 😱 pruebo vuestros trucos para las manchas,2024-10-20T16:13:31Z,9728,832,118,0,PT20M40S,26
243,📢 CAMBIO por poco DINERO en el SALÓN: pintura y cojines,2024-10-19T14:39:36Z,11800,1497,135,0,PT17M54S,26
244,Cafetera Delongui magnífica s: unboxing y review,2024-10-16T19:00:16Z,5932,894,99,0,PT18M,26
245,Noticias frescas 🌟 spoiler alert 📢 reformas en villacintika,2024-10-15T08:49:14Z,9606,1313,229,0,PT12M32S,26
246,Cambio RADICAL entrada😃 solución para los abrigos y despejar salón,2024-10-13T16:49:59Z,10707,1287,96,0,PT13M51S,26
247,Posibilidades para reformar la casa 🏡 Quiero comprar una autocaravana 🫣 cafeciko con Cintika,2024-10-12T11:10:15Z,13140,1516,292,0,PT24M54S,26
248,Alguien sabe pintarse con kohol? Yo desde luego no,2024-10-11T16:11:43Z,5900,584,29,0,PT33S,26
249,Super compra de otoño en el Action 🎃,2024-10-09T16:36:37Z,3771,565,27,0,PT12M47S,26
250,La fama que tenemos los españoles en Europa 😅,2024-10-07T17:00:21Z,30037,1537,66,0,PT54S,26
251,"Café con chismes, todos los días por la mañana 😃",2024-10-07T11:01:07Z,3238,430,13,0,PT33S,26
252,"Cafeciko con chismes: videos repetidos, limpiar tapicerías",2024-10-07T07:56:32Z,7256,1083,217,0,PT19M35S,26
253,Limpiar con niños es casa no cunde,2024-10-06T12:27:18Z,5106,487,16,0,PT19S,26
254,Compra en Colruit Bélgica 🛒 hay que comer pescado 1 día a la semana por lo menos,2024-10-06T12:00:08Z,5282,794,50,0,PT9M42S,26
255,Limpia conmigo: Mi rutina de limpieza básica diaria con 6 niños,2024-10-05T19:00:29Z,5138,789,51,0,PT13M41S,26
256,Vas a amarla o vas a venderla? 😅,2024-10-04T14:59:19Z,25470,1345,56,0,PT58S,26
257,Hay dos modos de vivir: lo que he aprendido al emigrar,2024-10-03T16:46:51Z,3859,586,20,0,PT56S,26
258,Cómo recuperar un cazo muy quemado ✅️ limpiar leche quemada,2024-10-02T19:00:10Z,3169,382,39,0,PT8M41S,26
259,¿Me he arrepiento de emigrar a Bélgica?,2024-10-02T07:12:25Z,6404,725,36,0,PT59S,26
260,¿Pagar alquiler es tirar el dinero? ¿es mejor comprar?,2024-10-01T08:11:11Z,8857,1234,199,0,PT11M17S,26
261,Me preguntáis cosas de los niños 👦,2024-09-30T09:43:07Z,15884,978,38,0,PT1M1S,26
262,Vas a amarla o vas a venderla en versión alquiler 😃💰✅️,2024-09-30T07:58:05Z,13247,1554,271,0,PT17M54S,26
263,Tienda de segunda mano: encuentro antigüedades preciosas ¡a menos de 1 euro!,2024-09-29T13:58:54Z,6129,869,58,0,PT11M7S,26
264,El pan de hoy en día ya no es lo que era,2024-09-29T13:57:34Z,3705,383,18,0,PT1M1S,26
265,Para 1 ama de casa cuantos más ayudantes mejor: Robot aspirador Ultenic D10 #unboxing #review,2024-09-28T19:00:31Z,7780,987,189,0,PT24M26S,26
266,Lo peor de ser madre de 6,2024-09-28T11:40:56Z,8779,831,27,0,PT1M1S,26
267,Menos mal que a mi me gusta todo: probando chocolates negros,2024-09-27T11:20:36Z,5118,487,30,0,PT1M1S,26
268,¡Cafeciko con Cintika en directo! Recetas para apretar el fin de mes 💰😃,2024-09-26T08:30:41Z,6743,906,269,0,PT26M36S,26
269,Tiendas de segunda mano en Bélgica: buscamos cama para los niños ❤️,2024-09-25T19:00:01Z,4425,668,30,0,PT7M48S,26
270,Action en Holanda: ¡Navidad en septiembre! comiendo chocolate en el coche 🚗 😋,2024-09-22T13:30:01Z,4966,705,40,0,PT11M30S,26
271,Casa preciosa por 1400€ 🏡 chismes varios y sopiler,2024-09-17T08:49:57Z,12434,1658,185,0,PT16M9S,26
272,"Compras en Holanda: Jumbo, Action y gasolina  ⛽️",2024-09-15T10:09:43Z,4247,673,44,0,PT5M56S,26
273,Compra en Mecadona para llevar a Bélgica 💚🍍 Felicidad y nostalgia 😍,2024-09-13T19:00:21Z,6866,817,37,0,PT5M43S,26
274,viernes 13: el día empieza un poco quemado 🙈 tenemos que normalizar la educación y la bondad,2024-09-13T11:05:13Z,10420,1287,389,0,PT26M42S,26
275,A buenos entendedores pocas palabras bastan 😅,2024-09-10T15:37:41Z,6456,733,70,0,PT26S,26
276,Cosmética natural Marroquí 🇲🇦 ¿tiene controles sanitarios?,2024-09-03T09:13:43Z,7477,927,159,0,PT18M40S,26
277,Supermercado de barrio en Marruecos vacío y zoco lleno 💰 el precio manda!,2024-09-02T18:47:27Z,5473,703,43,0,PT8M14S,26
278,"Tiendas y compras en Marruecos, cosmética, bodas, mercado, comestibles, ....",2024-08-30T13:44:28Z,7915,895,57,0,PT10M21S,26
279,Mi rutina de limpieza en Marruecos,2024-08-28T19:00:31Z,7637,867,75,0,PT15M11S,26
280,Que cuesta comprar una propiedad en Marruecos  💰 ya no se puede hablar de nada,2024-08-26T08:42:55Z,17865,1754,441,0,PT21M56S,26
281,COMPRA de ropa en el zoco en Marruecos 🛍🇲🇦 Tanger,2024-08-25T13:00:31Z,11499,875,72,0,PT6M12S,26
282,Mi piso en Marruecos 🥰🇲🇦 limpiando de otra forma 😃🪠,2024-08-24T19:00:31Z,9337,843,48,0,PT6M9S,26
283,"El famoso barreno rosa 😆 tenemos dos, charla de café de lunes a viernes ❤️☕️",2024-08-24T11:19:03Z,8637,972,83,0,PT4M4S,22
284,Compra en bazar chino ¡en España!,2024-08-19T16:58:30Z,4146,478,38,0,PT10M1S,26
285,"Compras para viaje y vacaciones en el Action, Bélgica 😃",2024-08-15T19:00:11Z,1573,226,20,0,PT12M54S,26
286,Supercompra en el Action de Bélgica !248€!,2024-08-13T15:01:00Z,2495,360,25,0,PT13M40S,26
287,Mi compra en una tienda de segunda mano y mercadillo 😃 ¡chollos!,2024-08-11T13:00:12Z,3110,471,30,0,PT12M33S,26
288,Mercado de las pulgas y tienda de segunda mano en Bélgica: Kringwinkel,2024-08-06T13:00:53Z,1896,306,24,0,PT8M14S,26
289,Compra Decatlon y Stock Americain cosas de camping 😃❤️,2024-07-31T19:00:07Z,2065,335,25,0,PT12M59S,26
290,"Mis compras en Vinted, a veces triunfas a veces no 😔",2024-07-22T18:00:02Z,3271,451,40,0,PT4M32S,26
291,Limpiando la cocina y la zona del café ☕️,2024-07-20T12:57:19Z,3116,477,46,0,PT13M12S,26
292,Jabón líquido casero para lavadora y multiusos con nueces de lavado y jabón Beltrán 💙,2024-07-15T19:00:08Z,2322,354,29,0,PT8M40S,26
293,Limpiar tapizados con Karcher 🤩,2024-06-29T16:30:38Z,10866,587,35,0,PT1M1S,26
294,Mis últimas compras Amazon y Ali express🛍 y otros productos que llevo tiempo usando RECOMENDADO,2024-06-25T18:42:07Z,3493,488,47,0,PT17M36S,26
295,🔵 Así tenían el armario mis hijos ¿tus hijos lo hacen solos o se lo organizas tu?,2024-04-17T18:10:30Z,7703,873,64,0,PT10M1S,26
296,🟢 Tienda de segunda mano zona de menaje-hogar 😃😍,2024-04-03T19:16:46Z,11241,1049,65,0,PT16M38S,26
297,🟣 Limpio la mini cocina de 8 personas por la noche,2024-03-22T14:14:00Z,7988,958,52,0,PT15M44S,26
298,🟢 Tienda de segunda mano en Bélgica: muchas antigüedades 😃,2024-03-06T18:50:00Z,6479,807,42,0,PT11M38S,26
299,🔵 Alfombra muy sucia 😲 cómo la limpio en mi patio,2024-02-26T19:50:00Z,5774,722,77,0,PT11M11S,26
300,🟣  Limpiando la casa tras semanas de virus en casa 😷,2024-02-22T15:52:30Z,10124,1156,119,0,PT15M58S,26
301,"🟢 SOMOS RICOS ¡Mesa a 0,50€! Tienda de segunda mano ✋️mueble para mis cosas de costura 😃",2024-02-19T12:32:02Z,14135,1356,68,0,PT12M4S,26
302,🟢 Sección hogar en el Action y cosas que utilizo en mi casa 🏡,2024-02-12T19:23:00Z,10468,1129,77,0,PT10M52S,26
303,"🟡 RESTAURACIÓN de un MUEBLE viejo 😃 lo que ves no es real, depende con que la compares",2024-01-30T19:00:20Z,9947,1156,134,0,PT30M35S,26
304,🔵 Organizo mi armario con cajas de tela 😃,2024-01-28T17:26:37Z,9809,1199,125,0,PT31M14S,26
305,🟣 Lo limpio muy poco 😬  sacando brillo a techos de madera 🕷 pelea con arañas,2024-01-25T19:38:27Z,11211,967,144,0,PT27M39S,26
306,🟣 Limpiando mientras os cuento cosas después del fin de semana intenso con niños en casa,2024-01-22T18:57:26Z,8797,1068,90,0,PT18M36S,26
307,🔵 Rincón de TÉ y CAFÉ ☕️ mis cafeteras raras 👀,2024-01-16T18:00:14Z,6637,934,82,0,PT8M1S,26
308,🟡 CAMBIO RADICAL de la entrada ¡Por fuera! pinto el buzón y no combina 😅,2024-01-15T18:02:14Z,15085,1737,252,0,PT17M38S,26
309,🟡 Charlamos  mientras abro PAQUETES! 😃 Que CAMBIOS voy a hacer en CASA el próximo mes 🏡 🩷,2024-01-12T18:29:04Z,9410,1193,120,0,PT13M29S,26
310,🟣 Limpieza después de vacaciones mientras os cuento chismes 😃🩷 ¿vender el coche? ¿Truco para dormir?,2024-01-08T19:27:12Z,14254,1314,134,0,PT32M21S,26
311,¡La casa de mis sueños! 😲 Home tour de nuestra casa de vacaciones en Francia 😃🩷🇨🇵,2024-01-05T18:00:04Z,18648,1626,138,0,PT10M33S,26
312,🟣 Doblando montañas de ropa 😱 colada de familia numerosa con 6 hijos,2024-01-03T18:00:15Z,7636,1041,127,0,PT9M32S,26
313,🟢 Banco para la entrada ¡con sorpresa!: almacenaje para cosas de invierno 😃,2023-12-29T18:32:10Z,12581,1266,111,0,PT21M8S,26
314,🔵 Encuentro tesoros limpiando el rincón del congelador 😃 vamos a depurar la casa antes del 2024,2023-12-26T19:35:52Z,13229,1192,69,0,PT19M12S,26
315,🟣 En estas fechas se pasan muchas horas en la cocina  cocinando y limpiando 😅,2023-12-24T19:06:00Z,10903,1088,103,0,PT18M47S,26
316,🟣 Último día que limpio sin niños pequeños 🤐 nos hemos acomodado a esta casa 🏡 2 formas de limpiar,2023-12-22T18:30:20Z,12540,1137,114,0,PT25M11S,26
317,🟢 ¡7 en 1! Olla eléctrica programable de acero inoxidable 👍💡,2023-12-19T19:02:13Z,13837,1084,146,0,PT27M6S,26
318,🟡 Hay que eliminar el ruido visual 😵 consejo de mis suscriptoras: visillo tapar las cazuelas ✨️,2023-12-18T15:31:28Z,9885,1040,141,0,PT21M37S,26
319,🟢 Cómo hacer JABÓN LÍQUIDO para la LAVADORA 😃Todo sobre las nueces de lavado,2023-12-15T15:10:26Z,5349,519,50,0,PT13M44S,26
320,🟣 Limpia conmigo después de los virus🦠Saco brillo a los jarrones 💐 Los detalles hacen un hogar,2023-12-13T16:54:57Z,8875,929,54,0,PT17M44S,26
321,"🟢Jabón natural, económico y ecológico! ¡descubrimiento!¿funciona? nueces de lavado #unboxing #review",2023-12-11T19:00:02Z,5388,540,57,0,PT4M54S,26
322,🔵 Toca limpiar la estantería de los electrodomésticos y cazuelas 🙈 el negro es mal color conel polvo,2023-12-08T19:16:49Z,8079,816,90,0,PT16M14S,26
323,Cómo limpiar grasa quemada antigua: bandeja de horno MUY SUCIA con el truco del film 😱,2023-12-07T20:13:20Z,10744,717,171,0,PT25M42S,26
324,🔵 Decoración de la entrada y Solución para ordenar el calzado de familia numerosa 😃  botas de Vinted,2023-12-06T17:53:59Z,13315,1270,122,0,PT33M45S,26
325,🟢17 Cacharros de cocina:  ¿trasto o tesoro? Os enseño las guarrerias de mi casa 🙈,2023-12-05T20:48:40Z,9813,1044,108,0,PT10M14S,26
326,🔵 ¡Ordeno el calzado de 8 personas! Empezamos con la depuración de la casa ¡A tirar!,2023-12-04T19:39:56Z,10731,1063,140,0,PT29M28S,26
327,🔴Cómo hacer un empalme de tuberías y no morir en el intento 😅 pruebo todo lo que encuentro,2023-12-01T18:30:42Z,7078,805,79,0,PT10M4S,26
328,🟡 Dar un aire moderno a un mueble viejo 😃 De chapucita en chapucita voy arreglando mi casita,2023-11-30T20:34:30Z,17112,1528,326,0,PT32M22S,26
329,🔵 Ya tocaba limpieza de filtros de la secadora ¡No secaba bien!,2023-11-29T20:44:28Z,8172,579,82,0,PT24M21S,26
330,🟢3 años esperando este momento: ¡compramos un lavavajillas de oferta! 😱 lo instalo mal pero funciona,2023-11-28T19:37:11Z,17122,1253,209,0,PT26M51S,26
331,🔴 Truco para cerrar los paquetes que se quedan a medias de plástico con las planchas ¡termosellado!,2023-11-27T15:24:18Z,3335,413,46,0,PT2M49S,26
332,🟡 Renovación de las ventanas: pintura y limpieza 🩵 a mano y a máquina,2023-11-24T13:30:08Z,14197,1277,117,0,PT30M12S,26
333,🔴 ¿Silicona que está negra de moho? Truco infalible para limpiar la silicona de moho por la humedad,2023-11-22T13:38:30Z,42835,1255,102,0,PT9M34S,26
334,🟢 Flores para decorar la casa 😃 Sluis (Holanda)📌,2023-11-20T13:30:08Z,5475,706,74,0,PT9M46S,26
335,🟣 Mientras limpio mi casa escucho vídeos de crecimiento personal ⚘️,2023-11-17T20:44:56Z,5569,644,76,0,PT14M11S,26
336,"Cómo limpiar los fuegos de cocinar que tienen grasa antigua y quemada, manchas amarillas",2023-11-15T17:39:14Z,11195,921,127,0,PT15M12S,26
337,🔴Pruebo estos dos productos en las juntas de mi cocina y el acero inoxidable 😃🧼,2023-11-13T14:26:52Z,8123,702,158,0,PT16M13S,26
338,🔵La que habían liado los niños en la estantería 🙃Ordeno los libros 😃📚 cuesta más ponerse que hacerlo,2023-11-10T17:04:55Z,6959,756,49,0,PT16M55S,26
339,"🔵Limpieza y organización del baño, ordeno cremas y productos del pelo 😃",2023-11-08T17:56:34Z,8792,870,105,0,PT21M55S,26
340,🟣 Limpieza después de 7 días con 6 niños sin cole 🙃 las madres no podemos fallar 😔aceite en la mesa,2023-11-06T20:24:53Z,19633,1233,157,0,PT32M18S,26
341,🟡🚲 ¡Mi nueva Bicicleta eléctrica! La monto sola con un tutorial 😃 DYU C6 #unboxing #review,2023-11-01T12:17:03Z,6144,750,120,0,PT29M13S,26
342,🟣 Domingo limpiando la cocina tranquila 🤩 pensando poner lavavajillas 🤔,2023-10-29T17:24:06Z,11835,1044,137,0,PT12M,26
343,🟡 Compras para decoración de cambio de estación del salón ⛄️❄️,2023-10-27T16:38:02Z,7184,815,115,0,PT12M39S,26
344,🟣 El gusto de verlo todo recogido y limpio no tiene precio 😍 Limpiando el salón: cortinas y fundas,2023-10-25T16:50:16Z,12872,1274,171,0,PT14M31S,26
345,Reforma de la cocina por poco dinero 😃 encontramos un billete antiguo al desmontar,2023-09-18T18:50:06Z,23723,1825,238,0,PT37M39S,26
346,Redecorar HABITACIÓN de NIÑA con MUEBLES de SEGUNDA MANO 😃,2023-02-27T15:27:21Z,24896,2003,168,0,PT10M53S,26
347,CAMBIO RADICAL de mi SALÓN con bajo presupuesto 😱 muchas tiendas de SEGUNDA MANO y CARREFOUR hogar,2023-02-16T18:39:03Z,22512,1786,136,0,PT16M7S,26
348,Tips de decoración de mi madre ❤️ HOUSE TOUR con detalles,2022-07-18T11:47:11Z,19244,1948,219,0,PT8M37S,26
349,"Avances en el PATIO / JARDÍN: pinto MURAL decorativo, PLANTAS, HUERTO en tiestos, bici- MACETERO,...",2022-05-27T19:02:00Z,19702,2119,327,0,PT16M22S,26
350,"Arreglando el JARDÍN con mi MADRE: malas hierbas, basura, banco nuevo, trasplantando...",2022-05-03T19:04:57Z,19349,2089,205,0,PT17M14S,26
351,ORGANIZACIÓN PROFESIONAL de la DESPENSA 📦 UNBOXING luces EZVALO,2022-04-07T16:28:12Z,25061,2305,350,0,PT21M20S,26
352,CAMBIO RADICAL en la COCINA ¡con VINILOS! Reformas sin obras 4,2022-04-02T20:07:46Z,39473,3268,698,0,PT35M18S,26
353,SUELO Y DESPENSA: REFORMA de la cocina sin obras parte 3,2022-03-27T14:01:47Z,31635,2590,369,0,PT28M,26
354,Esto me ha CAMBIADO la VIDA 😃 comprar COMIDA por el RECIPIENTE 🏺 ¡DESCUBRIMIENTO! 😱,2022-03-18T19:42:04Z,18991,1576,132,0,PT15M52S,26
355,RENOVACIÓN de la COCINA: los MUEBLES NUEVOS de IKEA / REFORMAS SIN OBRAS PARTE 2,2022-03-15T19:16:36Z,36601,2985,550,0,PT16M21S,26
356,Transformación de baño en despensa / reorganización de la cocina / REFORMA SIN OBRAS PARTE 1,2022-03-09T19:13:51Z,37205,2748,435,0,PT20M9S,26
357,💡 IDEAS para reformar tu DORMITORIO con bajo presupuesto ¡80€! ¡CAMBIO RADICAL! 😲,2022-02-20T13:21:41Z,26982,2778,670,0,PT19M26S,26
358,Mi marido va a la compra: le mando a por leche y gasta 137€ 😱,2022-01-15T19:53:32Z,22137,1505,159,0,PT19M18S,26
359,Rachid limpia la alfombra de lana al estilo marroquí,2021-08-25T19:42:48Z,18646,1276,188,0,PT20M36S,26
360,"Compra mensual familia numerosa parte 1, cómo está la despensa de emergencia, Delaize 126€",2021-01-29T19:04:26Z,23571,2038,207,0,PT11M11S,26
361,"Microondas del Lidl, Silver Crest 59,99€, unboxing y review + chiste de matrimonios",2021-01-21T19:04:55Z,36087,1761,228,0,PT16M15S,26
362,"Cambios en el salón: alfombra árabe hecha a mano de lana virgen de segunda mano, compra y limpieza",2021-01-19T20:51:24Z,23394,2014,242,0,PT18M50S,26
363,Monto la habitación del bebe: me regalan un cambiador ¡estamos listos! 🤰👶🦄🐣🍼,2021-01-09T19:49:46Z,31265,2393,299,0,PT11M27S,26
364,Monto la cuna de Jane babyside super embarazada 🤰¡todo listo para la llegada del bebé!,2021-01-05T18:34:31Z,40422,1980,256,0,PT18M9S,26
365,Cafetera Dolce Gusto Piccolo XS / unboxing y review,2020-12-19T19:33:35Z,28369,1970,356,0,PT17M10S,26
366,Compramos mueble del salón de segunda mano y movemos los muebles de toda la casa 😃🤩,2020-12-09T19:45:28Z,36200,2902,333,0,PT11M5S,26
367,"Ordenando mi armario, cambio de temporada,  premamá / musulmana",2020-11-10T20:52:13Z,22731,1887,234,0,PT24M54S,26
368,Despensa de emergencias para familia muy numerosa: 220€ +160€ de congelador,2020-11-07T20:04:27Z,41281,3166,452,0,PT30M25S,26
369,"Que Cosas hemos dejado atrás al emigrar, ejercicio de desapego, grabado el 4 de agosto",2020-08-22T18:59:54Z,29116,2260,342,0,PT11M37S,26
370,"Compra grande de fondo de despensa en Lidl, empezando de 0",2020-08-17T19:05:41Z,30882,2082,203,0,PT8M42S,26
371,Primera compra después de emigrar: menaje y comida en Action y Lidl (210€),2020-08-08T18:13:00Z,34064,2165,230,0,PT11M45S,26
372,"Cómo limpiar campana o extractor de humos, 2 métodos",2020-06-09T23:53:47Z,24809,538,59,0,PT10M7S,26
373,Preparativos para emigrar ¿Me adaptaría bien a otro país? Yunes rezando 😍 Un día hogareño,2020-02-01T19:04:04Z,22045,1354,300,0,PT13M51S,22
374,Es tiempo de cítricos / limpiadores caseros con las pieles,2019-11-28T20:09:45Z,2824,259,49,0,PT10M3S,27
375,Estufa eléctrica con efecto fuego,2019-11-26T20:16:08Z,56622,720,132,0,PT5M36S,26
376,Cómo limpiar los hornillos de la cocina sólo con limon! quitar lo negro de los tajine ¡Sorprendente!,2019-11-24T21:00:36Z,3848,259,48,0,PT11M8S,27
377,Jabón líquido para la lavadora con pastillas del Mercadona,2019-11-17T18:45:07Z,32683,603,82,0,PT6M21S,27
378,Cómo limpio la parrilla de los fuegos,2019-10-31T20:54:39Z,77425,587,55,0,PT2M20S,26
379,Cómo Limpiar HORNILLOS de gas con bicarbonato y agua oxigenada,2019-10-28T20:00:59Z,209206,1909,118,0,PT5M44S,26
380,Cómo hacer JABÓN líquido para la LAVADORA ¡muy barato!,2019-10-23T19:00:32Z,34850,958,134,0,PT11M53S,26
381,Como limpio tapiceria de sillas muy sucias con triple A (Amoniaco+Alcohol+Agua),2019-10-21T14:31:09Z,36871,462,92,0,PT12M7S,26
382,Limpieza de cocina a fondo ¿decoramos un poco? Reto mejorando rincones del hogar,2019-09-08T18:52:30Z,8980,449,91,0,PT7M11S,26
383,"Limpiando y ordenando la Despensa. Reto decorando rincones del hogar, segundo rincón ✌",2019-08-25T12:29:32Z,10557,516,109,0,PT14M43S,26
384,Unboxing Cortina para la cocina aislante. Reto mejorando rincones de casa #lowcost 14€,2019-08-22T10:54:58Z,6665,357,99,0,PT4M41S,26
385,Cómo limpiar cocina de fuegos de gas,2019-08-04T21:31:56Z,91602,527,60,0,PT4M27S,26
386,"Cómo limpiar la grasa quemada de las cazuelas, pruebo todos los trucos",2019-08-03T11:13:26Z,3214,172,64,0,PT11M13S,27
387,Cómo LIMPIAR LA PLATA con 3 métodos ¿cuál será el mejor?,2019-07-17T11:20:33Z,3672,175,49,0,PT8M35S,26
388,¡Novedad! Aparato para quitar el SARRO en casa. Lo pruebo en el vídeo y os enseño si funciona,2019-01-21T14:39:12Z,43136,209,22,0,PT6M32S,26
389,"Cómo hacer SUAVIZANTE para la lavadora casero y barato, reacción que se me va de las manos",2018-12-22T16:15:51Z,16484,285,22,0,PT6M22S,27
390,"Cómo lavar la ropa sin jabón, alternativas para poner la lavadora, más barato y/o más ecológico",2018-12-09T13:28:08Z,8713,177,26,0,PT3M4S,26
391,Cómo quitar el ÓXIDO muy FÁCIL con productos NATURALES,2018-09-30T09:09:41Z,203530,2082,72,0,PT3M3S,27
392,Cómo quitar el moho de la pared sin frotar super fácil.  Sólo pulverizar con lejia #trucodelimpieza,2018-09-28T07:33:46Z,8558,149,18,0,PT2M3S,27
393,Cómo hacer JABÓN LÍQUIDO para la LAVADORA ¡con sólo 2 ingredientes! En la Thermomix,2018-03-22T09:17:48Z,403370,3998,167,0,PT7M39S,27
394,"Cómo funciona la THERMOMIX, PROS y CONTRAS (modelo antiguo TM31) ¿merece la pena la inversión?",2018-03-21T11:24:49Z,82969,485,46,0,PT5M36S,26
395,"Cómo lavo con el jabón casero, vinagre por suavizante",2017-03-28T13:54:37Z,8679,125,7,0,PT2M18S,27
396,Hacer JABÓN líquido casero para la LAVADORA ¡muy fácil!,2017-03-26T15:43:07Z,416556,3193,125,0,PT7M44S,27
397,"PAÑALES de TELA, pros y contras, características, limpieza",2017-03-24T12:35:05Z,15091,178,32,0,PT11M38S,22
398,RENOVAR un SOFÁ cama de IKEA confeccionado cojines para hacerlo más CÓMODO,2017-03-17T12:31:46Z,26229,318,29,0,PT12M7S,22
